bgyear,bgcitizen,bgmajor,bgmultimajor,bggender,gender,age,bgethnicity,race,bgmap2,pk1,pkpic2a,pk2,pkpic4a,pk3,pkhousemajority,pk4,pksenatemajority,pk5,pkoverride,pk6,pkpic5a,pk7,pknotnato,pk8,Q111,pk9,Q109,pk10,bgpk,gen,gen1,Q83,gen2,Q84,psc,Q85,psmm,Q86,undrgd,Q87,faculty,Q88,family,Q89,genpop,Q90,reps,Q91,dems,perception,p2,Q92_1,Q93_1,Q94_1,Q95_1,Q96_1,Q97_1,Q98_1,Q99_1,Q100_1,Q101_1,eff,ineff,exeff,eligible,midterm,vote,,volunteer,,sns,,button,,letter,,march,,money,,rally,,meeting,,part,prospect,Q114,,Q115_1,Q116,,Q117_1,Q118,,Q119_1,Q120,,Q121_1,Q122,trade,Q123_1,retro,real,aggpk,conf
Senior,Yes,"Humanities (e.g., English, History, Philosophy)",,Male,1,21,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,Russia,1,Brett Kavanaugh,1,I do not know.,0,9,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.75,0.75,10,10,4,8,10,10,5,10,10,10,8.7,8.4,8.75,Yes,Yes,Yes,1,Yes,1,No,0,Yes,1,No,0,No,0,No,0,No,0,No,0,0.333333333,4,Europe/Canada,0,5,Theresa May,1,5,"each voter has as many votes as there are choices, and can distribute those votes as desired",0,5,lower than 5.0%,1,10,China,1,8,3,3,21,6.6
Sophomore,Yes,Political Science,,Female,0,18,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Chile,0,Poland,0,Brett Kavanaugh,1,I do not know.,0,7,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.75,0.75,7,7,3,7,7,7,4,6,6,7,6.1,6.2,5.75,Yes,Yes,Yes,1,No,0,Yes,1,Yes,1,No,0,Yes,1,No,0,No,0,Yes,1,0.555555556,4,Europe/Canada,0,6,Theresa May,1,9,each voter has a chance to rank the candidates in order of preference,1,6,5.0-6.5%,0,6,China,1,8,3,3,14,7
Junior,Yes,Political Science,,Male,1,26,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Majority of the House and Senate,0,Germany,1,Russia,1,Brett Kavanaugh,1,I do not know.,0,8,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,0.714285714,0.777777778,5,5,5,5,5,5,5,5,5,5,5,5,5,Yes,Yes,Yes,1,No,0,Yes,1,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,0.666666667,5,Europe/Canada,0,7,Theresa May,1,10,each voter has a chance to rank the candidates in order of preference,1,5,lower than 5.0%,1,8,China,1,9,4,4,21,7.8
Sophomore,Yes,Political Science,,Male,1,19,Hispanic or Latino,0,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,Russia,1,Brett Kavanaugh,1,"PR districts elect their district representatives directly, whereas SMD districts elect their representatives indirectly.",0,9,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.75,0.75,6,7,5,6,7,7,4,5,8,6,6.1,6.2,5.75,Yes,Yes,No,0,Yes,1,Yes,1,Yes,1,Yes,1,No,0,No,0,Yes,1,Yes,1,0.666666667,3,Mexico,1,4,Theresa May,1,6,each voter has a chance to rank the candidates in order of preference,1,5,6.6-8.0%,0,5,China,1,3,2,4,20,4.6
Sophomore,Yes,Political Science,,Male,1,19,Hispanic or Latino,0,Trump won in the election,1,Kirsten Gillibrand,0,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,Poland,0,Brett Kavanaugh,1,SMD systems tend to have greater magnitude than PR systems do at the national level.,0,7,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.714285714,0.722222222,6,7,3,6,8,8,5,4,2,10,5.9,6,5.25,Yes,Yes,Yes,1,Yes,1,Yes,1,Yes,1,No,0,No,0,No,0,No,0,Yes,1,0.555555556,3,Mexico,1,7,Theresa May,1,10,each voter has a chance to rank the candidates in order of preference,1,1,lower than 5.0%,1,8,China,1,7,2,5,19,6.6
Junior,Yes,Other,,Female,0,21,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,Russia,1,Brett Kavanaugh,1,Voters in a PR district elect more representatives than voters in an SMD district.,1,10,Somewhat above average,0.75,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"very low, in the bottom 25th percentile",0.25,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.607142857,0.638888889,5,9,3,8,8,6,2,2,1,5,4.9,6.6,2.5,Yes,Yes,Yes,1,No,0,Yes,1,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,0.777777778,2,Mexico,1,7,Gordon Brown,0,0,each voter has a chance to rank the candidates in order of preference,1,8,5.0-6.5%,0,5,Canada,0,1,2,2,17,4.2
Sophomore,Yes,Political Science,,Female,0,18,Hispanic or Latino,0,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and three quarters of the Senate,0,Denmark,0,Poland,0,Brett Kavanaugh,1,I do not know.,0,6,Somewhat above average,0.75,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.571428571,0.611111111,7,7,6,8,7,6,5,6,9,8,6.9,7,7,Yes,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,Yes,1,0.888888889,3,Mexico,1,7,Theresa May,1,10,each voter votes for parties instead of for individual candidates,0,6,8.1% or higher,0,6,Mexico,0,5,4,2,16,6.8
Sophomore,Yes,Political Science,,Male,1,19,Hispanic or Latino,0,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,Russia,1,Brett Kavanaugh,1,PR systems tend to have a greater number of districts than SMD systems.,0,9,Far above average,1,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.714285714,0.722222222,8,9,1,7,9,6,4,5,6,4,5.9,6.8,4.75,Yes,No,Yes,1,No,0,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,0.222222222,4,Mexico,1,7,Jeremy Corbyn,0,2,each voter has a chance to rank the candidates in order of preference,1,2,lower than 5.0%,1,7,China,1,8,2,4,20,5.2
Junior,Yes,Political Science,,Female,0,20,"Hispanic or Latino,Caucasian/White",0,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Democratic Party,0,Two thirds of the House and Senate,1,Germany,1,Russia,1,Brett Kavanaugh,1,Voters in a PR district elect more representatives than voters in an SMD district.,1,9,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"low, in the bottom 26-50th percentile",0.5,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.785714286,0.777777778,7,7,3,7,8,6,5,6,4,4,5.7,6.4,4.75,Yes,Yes,Yes,1,No,0,No,0,No,0,Yes,1,No,0,No,0,No,0,Yes,1,0.333333333,4,Mexico,1,6,Theresa May,1,10,each voter has a chance to rank the candidates in order of preference,1,7,lower than 5.0%,1,9,China,1,7,4,5,21,7.8
Junior,Yes,Business,,Male,1,21,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,Russia,1,Brett Kavanaugh,1,Voters in a PR district elect more representatives than voters in an SMD district.,1,10,Far above average,1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,0.964285714,0.972222222,10,10,5,1,10,2,5,5,5,7,6,7.2,5.5,Yes,Yes,Yes,1,No,0,Yes,1,No,0,No,0,No,0,Yes,1,No,0,Yes,1,0.444444444,5,Mexico,1,5,Theresa May,1,10,each voter has a chance to rank the candidates in order of preference,1,7,lower than 5.0%,1,7,China,1,2,4,5,23,6.2
Sophomore,Yes,Political Science,,Male,1,19,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,Russia,1,Brett Kavanaugh,1,I do not know.,0,9,Far above average,1,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"very low, in the bottom 25th percentile",0.25,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,0.75,0.805555556,7,4,4,4,5,4,4,4,4,5,4.5,4.8,4.25,Yes,Yes,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Yes,1,0.222222222,3,Mexico,1,6,Jeremy Corbyn,0,1,each voter has a chance to rank the candidates in order of preference,1,5,6.6-8.0%,0,5,China,1,10,3,3,21,5.4
Junior,Yes,Political Science,,Male,1,18,African American/Black,0,Trump won in the election,1,Kirsten Gillibrand,0,Secretary of State,0,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Denmark,0,Russia,1,Brett Kavanaugh,1,I do not know.,0,6,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,0.642857143,0.638888889,8,8,10,8,7,7,6,6,7,6,7.3,8.2,6.25,Yes,Yes,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,0,3,Mexico,1,8,Theresa May,1,10,each voter votes for parties instead of for individual candidates,0,4,6.6-8.0%,0,5,China,1,9,3,3,12,7.2
Junior,Yes,"Humanities (e.g., English, History, Philosophy)",,Female,0,21,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and three quarters of the Senate,0,Argentina,0,Poland,0,Brett Kavanaugh,1,SMD systems tend to have greater magnitude than PR systems do at the national level.,0,6,Somewhat below average,0.5,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,0.535714286,0.527777778,5,5,6,4,3,8,4,5,5,6,5.1,4.6,5,Yes,No,No,0,No,0,No,0,No,0,No,0,Yes,1,No,0,No,0,No,0,0.111111111,2,Europe/Canada,0,3,Gordon Brown,0,1,each voter votes for parties instead of for individual candidates,0,1,6.6-8.0%,0,4,China,1,6,1,1,13,3
Sophomore,Yes,"Humanities (e.g., English, History, Philosophy)",,Female,0,18,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Secretary of State,0,Democratic Party,0,Democratic Party,0,Two thirds of the House and Senate,1,Denmark,0,Russia,1,Brett Kavanaugh,1,"PR districts elect their district representatives directly, whereas SMD districts elect their representatives indirectly.",0,5,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,0.892857143,0.916666667,8,9,0,8,8,4,0,4,3,6,5,6.6,3.25,Yes,Yes,Yes,1,No,0,Yes,1,No,0,Yes,1,Yes,1,No,0,Yes,1,Yes,1,0.666666667,3,Europe/Canada,0,9,Theresa May,1,10,each voter has a chance to rank the candidates in order of preference,1,8,lower than 5.0%,1,8,China,1,6,4,4,12,8.2
Sophomore,Yes,Political Science,,Female,0,19,African American/Black,0,Passed gun control ballot measures,0,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Argentina,0,Canada,0,Brett Kavanaugh,1,PR systems tend to have a greater number of districts than SMD systems.,0,6,Far above average,1,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"low, in the bottom 26-50th percentile",0.5,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,0.857142857,0.888888889,9,8,5,9,7,8,5,4,10,7,7.2,7.6,6.5,Yes,Yes,Yes,1,No,0,No,0,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,0.777777778,4,Mexico,1,8,Theresa May,1,3,each voter has a chance to rank the candidates in order of preference,1,9,lower than 5.0%,1,6,China,1,4,3,5,18,6
Junior,Yes,Political Science,,Male,1,20,Hispanic or Latino,0,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,Russia,1,Brett Kavanaugh,1,I do not know.,0,9,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.857142857,0.833333333,9,9,2,5,3,8,7,7,7,6,6.3,5.6,6.75,Yes,Yes,Yes,1,No,0,Yes,1,Yes,1,No,0,Yes,1,No,0,Yes,1,Yes,1,0.666666667,4,Mexico,1,4,Jeremy Corbyn,0,10,each voter votes for parties instead of for individual candidates,0,7,lower than 5.0%,1,8,China,1,9,4,3,20,7.6
Sophomore,Yes,I have more than one major,"Political Science,Engineering",Female,0,19,Asian,0,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,Russia,1,Brett Kavanaugh,1,"PR districts elect their district representatives directly, whereas SMD districts elect their representatives indirectly.",0,9,Far above average,1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,1,1,8,10,0,3,10,5,0,9,1,10,5.6,6.2,5,No,,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,0,5,Mexico,1,8,Theresa May,1,10,"each voter has as many votes as there are choices, and can distribute those votes as desired",0,8,lower than 5.0%,1,8,China,1,7,4,4,22,8.2
Sophomore,No,Agriculture,,Male,1,20,Asian,0,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,Russia,1,Brett Kavanaugh,1,Voters in a PR district elect more representatives than voters in an SMD district.,1,10,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.821428571,0.805555556,6,4,5,5,5,4,6,5,4,6,5,5,5.25,No,,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,0,3,Mexico,1,6,Theresa May,1,8,each voter votes for parties instead of for individual candidates,0,7,8.1% or higher,0,6,China,1,9,4,3,20,7.2
