,psraid,sample,int_date,lang,state,cregion,density,usr,pew1,pk1,pew2,pk2,pew3,pk3,pew4,pk4,pew5,pk5,pew6,pk6,pew8,pk8,pew9,pk9,pew10,pk10,pew11,pk11,pkscore,ql1,ql1a,qc1,hh1,employ,marital,par,sex,age,recage,educ2,receduc,hisp,race,racethn,inc,reg,party,partyln,weight
343,102095,Landline,62417,English,Indiana,Midwest,2,Rural,John Kerry,0,Justin Trudeau,0,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,12%,0,7,"Yes, have cell phone",NA,NA,2,Not employed,Married,No,Female,67,65+,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,No,White,White~Hisp,"$30,000 to under $40,000",Are you NOT registered to vote at your current address,Republican,NA,2.666666667
344,102100,Landline,62417,English,Illinois,Midwest,Highest,Suburban,Rex Tillerson,1,Justin Trudeau,0,a Supreme Court justice,1,James Comey,0,Lead,1,[VOL. DO NOT READ] Don't know,0,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,7%,0,6,"Yes, have cell phone",NA,NA,2,Employed full-time,Married,No,Female,52,45-54,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Coll+,No,White,White~Hisp,"$150,000 or over",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,2.476190476
345,102110,Landline,62417,English,California,West,Highest,Suburban,John Kerry,0,Theresa May,0,a Senator,0,Sean Spicer,0,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,6,"Yes, have cell phone",NA,NA,3,Employed full-time,Never been married,No,Male,30,25-34,"Some college, no degree (includes some community college)",Some coll/Assoc degree,Yes,Mixed race,Hispanic,"$10,000 to under $20,000",Are you NOT registered to vote at your current address,Independent,Democratic,3.19047619
346,102119,Landline,62417,English,New York,Northeast,Highest,Suburban,Rex Tillerson,1,Emmanuel Macron,1,a Senator,0,Sally Yates,0,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,12%,0,7,"Yes, have cell phone",NA,NA,4,Employed full-time,Never been married,No,Female,22,18-24,"Some postgraduate or professional schooling, no postgraduate degree",Coll+,No,White,White~Hisp,"$100,000 to under $150,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Republican,5.142857143
347,102122,Landline,62417,English,Georgia,South,4,Urban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,7%,0,9,"Yes, have cell phone",NA,NA,3,Not employed,Divorced,No,Male,81,65+,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,White,White~Hisp,"$150,000 or over",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,1.333333333
348,102129,Landline,62417,English,Indiana,Midwest,2,Urban,Rex Tillerson,1,Emmanuel Macron,1,a Senator,0,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Mitch McConnell,0,7%,0,7,"Yes, have cell phone",NA,NA,2,Employed full-time,Married,Yes,Male,40,35-44,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,White,White~Hisp,"$30,000 to under $40,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,3.476190476
349,102130,Landline,62417,English,North Carolina,South,2,Rural,John Kerry,0,Justin Trudeau,0,a Supreme Court justice,1,James Comey,0,Lead,1,The Lincoln Group,0,Germany,0,Mosquitoes,1,Paul Ryan,1,17%,0,4,"Yes, have cell phone",NA,NA,1,Not employed,Separated,No,Male,50,45-54,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,No,Black or African-American,AA~Hisp,"Less than $10,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,2.619047619
350,102133,Landline,62417,English,Oregon,West,Lowest,Urban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,Germany,0,Mosquitoes,1,Paul Ryan,1,4%,1,9,"Yes, have cell phone",NA,NA,2,Not employed,Married,No,Female,73,65+,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,No,White,White~Hisp,"$30,000 to under $40,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,4.571428571
351,102136,Landline,62417,English,Georgia,South,Highest,Suburban,Rex Tillerson,1,[VOL. DO NOT READ] Don't know,0,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Mitch McConnell,0,4%,1,8,"Yes, have cell phone",NA,NA,2,Not employed,Divorced,No,Female,66,65+,Two year associate degree from a college or university,Some coll/Assoc degree,No,Black or African-American,AA~Hisp,"$50,000 to under $75,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Democratic,1.857142857
352,102137,Landline,62517,Spanish,Texas,South,3,Urban,John Kerry,0,Theresa May,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,0,"No, do not",No,NA,2,Not employed,Married,No,Male,77,65+,Less than high school (Grades 1-8 or no formal schooling),HS Grad or less,Yes,Other (SPECIFY),Hispanic,Don't know/Refused (VOL.),Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,3.666666667
353,102151,Landline,62417,English,Florida,South,2,Suburban,Mitt Romney,0,Justin Trudeau,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Lead,1,The Lincoln Group,0,Germany,0,Mosquitoes,1,Nancy Pelosi,0,12%,0,2,"No, do not","Yes, someone in household has cell phone",NA,3,Not employed,Married,No,Male,84,65+,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,Black or African-American,AA~Hisp,"$20,000 to under $30,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,2.523809524
354,102153,Landline,62417,English,California,West,Lowest,Urban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,10,"Yes, have cell phone",NA,NA,4,Employed part-time,Married,No,Female,51,45-54,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Coll+,No,White,White~Hisp,"$150,000 or over",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,4.619047619
355,102166,Landline,62417,English,Massachusetts,Northeast,3,Suburban,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Lead,1,[VOL. DO NOT READ] Don't know,0,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,7%,0,4,"Yes, have cell phone",NA,NA,1,Not employed,Married,No,Male,72,65+,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,No,Don't know/Refused (VOL.),DK/Ref,"$75,000 to under $100,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Republican,3
356,102170,Landline,62417,English,Texas,South,4,Urban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,10,"Yes, have cell phone",NA,NA,1,Not employed,Divorced,No,Male,62,55-64,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,White,White~Hisp,"$100,000 to under $150,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,1.333333333
357,102175,Landline,62417,English,Washington,West,Lowest,Rural,Rex Tillerson,1,Emmanuel Macron,1,[VOL. DO NOT READ] Don't know,0,Robert Mueller,1,Lead,1,[VOL. DO NOT READ] Don't know,0,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,8,"Yes, have cell phone",NA,NA,2,Not employed,Married,No,Female,70,65+,Two year associate degree from a college or university,Some coll/Assoc degree,No,White,White~Hisp,"$20,000 to under $30,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Republican,1.904761905
358,102177,Landline,62417,English,Oregon,West,4,Suburban,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Robert Mueller,1,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Hungary,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,12%,0,1,"Yes, have cell phone",NA,NA,2,Not employed,Widowed,No,Female,87,65+,"Some college, no degree (includes some community college)",Some coll/Assoc degree,No,White,White~Hisp,"$10,000 to under $20,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,3.428571429
359,102182,Landline,62517,English,Washington,West,3,Rural,Scott Pruitt,0,Emmanuel Macron,1,the head of the EPA,0,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Mitch McConnell,0,4%,1,7,"Yes, have cell phone",NA,NA,3,Employed full-time,Never been married,No,Female,18,18-24,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,No,White,White~Hisp,"$75,000 to under $100,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,9.952380952
360,102183,Landline,62417,English,Indiana,Midwest,4,Suburban,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,James Comey,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Germany,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,0,"No, do not",No,NA,1,Not employed,Widowed,No,Female,81,65+,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,No,White,White~Hisp,Don't know/Refused (VOL.),Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Other/Don't know/Refused (VOL.),3.095238095
361,102188,Landline,62417,English,Idaho,West,3,Urban,John Kerry,0,Justin Trudeau,0,[VOL. DO NOT READ] Don't know,0,Sally Yates,0,Arsenic,0,[VOL. DO NOT READ] Don't know,0,The United Kingdom,1,Contaminated water,0,Mitch McConnell,0,[VOL. DO NOT READ] Don't know,0,1,"No, do not",No,NA,1,Not employed,Widowed,No,Female,90,65+,"Some college, no degree (includes some community college)",Some coll/Assoc degree,No,White,White~Hisp,"$30,000 to under $40,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Democratic,2.238095238
362,102189,Landline,62417,English,Oregon,West,Lowest,Urban,John Kerry,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,17%,0,6,"No, do not",No,NA,1,Not employed,Widowed,No,Female,61,55-64,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,No,White,White~Hisp,"$30,000 to under $40,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,5.666666667
363,102199,Landline,62517,English,South Carolina,South,3,Suburban,Rex Tillerson,1,Emmanuel Macron,1,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Lead,1,[VOL. DO NOT READ] Don't know,0,The United Kingdom,1,Mosquitoes,1,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,5,"Yes, have cell phone",NA,NA,2,Not employed,Married,No,Male,85,65+,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Coll+,No,White,White~Hisp,Don't know/Refused (VOL.),Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,1.571428571
364,102206,Landline,62417,English,New York,Northeast,4,Suburban,John Kerry,0,Theresa May,0,[VOL. DO NOT READ] Don't know,0,James Comey,0,Mold,0,The Blue Dogs,0,The United Kingdom,1,Contaminated water,0,Paul Ryan,1,4%,1,3,"No, do not",No,NA,1,Not employed,Widowed,No,Female,84,65+,Less than high school (Grades 1-8 or no formal schooling),HS Grad or less,No,Black or African-American,AA~Hisp,"$10,000 to under $20,000",Are you NOT registered to vote at your current address,Democrat,NA,2.714285714
365,102215,Landline,62517,English,Massachusetts,Northeast,3,Suburban,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,James Comey,0,Lead,1,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Mosquitoes,1,[VOL. DO NOT READ] Don't know,0,17%,0,2,"Yes, have cell phone",NA,NA,2,Not employed,Married,No,Female,19,18-24,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,No,White,White~Hisp,Don't know/Refused (VOL.),Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,4.80952381
366,102227,Landline,62417,English,North Carolina,South,3,Urban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,7%,0,9,"Yes, have cell phone",NA,NA,3,Employed full-time,Married,No,Male,58,55-64,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,Black or African-American,AA~Hisp,"$100,000 to under $150,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,2.238095238
367,102234,Landline,62417,English,Georgia,South,4,Suburban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,10,"Yes, have cell phone",NA,NA,4,Employed full-time,Married,No,Male,66,65+,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,White,White~Hisp,"$100,000 to under $150,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,2
368,102246,Landline,62417,English,Wisconsin,Midwest,2,Suburban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,10,"Yes, have cell phone",NA,NA,1,Not employed,Divorced,No,Female,72,65+,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,White,White~Hisp,"$20,000 to under $30,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Democratic,1
369,102255,Landline,62417,English,Massachusetts,Northeast,4,Suburban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,Hungary,0,Mosquitoes,1,Mitch McConnell,0,17%,0,7,"Yes, have cell phone",NA,NA,1,Employed part-time,Divorced,No,Female,66,65+,Two year associate degree from a college or university,Some coll/Assoc degree,No,White,White~Hisp,"$50,000 to under $75,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,1.238095238
370,102259,Landline,62417,English,Florida,South,4,Urban,Rex Tillerson,1,Emmanuel Macron,1,the head of the EPA,0,James Comey,0,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,7%,0,7,"Yes, have cell phone",NA,NA,2,Not employed,Married,No,Female,68,65+,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Coll+,No,White,White~Hisp,"$150,000 or over",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,1
371,102266,Landline,62417,English,South Carolina,South,Lowest,Rural,Rex Tillerson,1,[VOL. DO NOT READ] Don't know,0,a Supreme Court justice,1,[VOL. DO NOT READ] Don't know,0,Asbestos,0,The Lincoln Group,0,Germany,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,4%,1,3,"Yes, have cell phone",NA,NA,1,Not employed,Divorced,No,Female,64,55-64,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,No,White,White~Hisp,"$10,000 to under $20,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,No preference (VOL.),Other/Don't know/Refused (VOL.),2
372,102291,Landline,62417,English,Ohio,Midwest,Highest,Urban,John Kerry,0,[VOL. DO NOT READ] Don't know,0,the Solicitor General,0,Robert Mueller,1,Lead,1,The Lincoln Group,0,Germany,0,Contaminated water,0,Nancy Pelosi,0,7%,0,2,"Yes, have cell phone",NA,NA,2,Not employed,Married,No,Female,62,55-64,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,Yes,White,Hispanic,Don't know/Refused (VOL.),Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,6.047619048
373,102295,Landline,62417,English,Florida,South,2,Suburban,Rex Tillerson,1,Theresa May,0,a Supreme Court justice,1,Sean Spicer,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,The United Kingdom,1,Spoiled food,0,Paul Ryan,1,4%,1,5,"Yes, have cell phone",NA,NA,2,Not employed,Married,No,Female,Refused (VOL.),DK/Ref,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,White,White~Hisp,"$75,000 to under $100,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Republican,1.19047619
374,102300,Landline,62417,English,Virginia,South,Highest,Suburban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,10,"Yes, have cell phone",NA,NA,1,Not employed,Widowed,No,Female,66,65+,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,White,White~Hisp,Don't know/Refused (VOL.),Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,1
375,102304,Landline,62417,English,New York,Northeast,2,Suburban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Mitch McConnell,0,4%,1,9,"Yes, have cell phone",NA,NA,2,Not employed,Married,No,Male,72,65+,"Some college, no degree (includes some community college)",Some coll/Assoc degree,No,White,White~Hisp,"$100,000 to under $150,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,2.761904762
